"Message ID","Date","Event","Instrument","Action","Transect","Station","Cast","Latitude","Longitude","Seafloor","Author","Comment","Cruise","R2R_Event","dateTimeUTC","GPS_Time","dateTime8601","Revisions"
300,Mon  04 Sep 2017 19:33:28 +0000,"20170904.1933.001","CTD911","deploy","2","73","073"," 71.379043"," -151.043829","238","cAshjian","WPNT 2.3","skq201713s","skq201713s-SE-20170904.1933.001","20170904.1628","2017/09/04 16:28:53","2017-09-04T16:28:53+0000"," & Mon Sep  4 19:38:00 2017"
301,Mon  04 Sep 2017 19:34:27 +0000,"20170904.1934.001","CTD911","recover","2","73","073"," 71.379236"," -151.044040","238","cAshjian","WPNT 2.3","skq201713s","skq201713s-SE-20170904.1934.001","20170904.1636","2017/09/04 16:36:53","2017-09-04T16:36:53+0000"," & Mon Sep  4 19:38:30 2017"
302,Tue  05 Sep 2017 00:23:48 +0000,"20170905.0023.001","UNCSW","service","NaN","NaN","NaN"," 71.390206"," -151.100240",,"eRoth","changed to clean strainer","skq201713s","skq201713s-SE-20170905.0023.001","20170905.0023","2017/09/05 00:23:48","2017-09-05T00:23:48+0000",
303,Tue  05 Sep 2017 00:40:46 +0000,"20170905.0040.001","CTD911","deploy","2","74","074"," 71.406778"," -151.130892","275","cAshjian","Fish Trawl Site","skq201713s","skq201713s-SE-20170905.0040.001","20170904.2307","2017/09/04 23:06:53","2017-09-04T23:07:00+0000",
304,Tue  05 Sep 2017 00:41:25 +0000,"20170905.0041.001","CTD911","recover","2","74","074"," 71.407351"," -151.130587","275","cAshjian","Fish Trawl Site","skq201713s","skq201713s-SE-20170905.0041.001","20170904.2323","2017/09/04 23:22:53","2017-09-04T23:23:00+0000",
305,Tue  05 Sep 2017 00:43:45 +0000,"20170905.0043.001","Tucker Trawl","deploy","2","74","074"," 71.410446"," -151.155985","275","cAshjian","Fish Trawl Site","skq201713s","skq201713s-SE-20170905.0043.001","20170904.2342","2017/09/04 23:42:08","2017-09-04T23:42:13+0000",
306,Tue  05 Sep 2017 00:45:02 +0000,"20170905.0045.001","Tucker Trawl","other","2","74","074"," 71.409780"," -151.139252","275","cAshjian","Fish Trawl SIte - First Net","skq201713s","skq201713s-SE-20170905.0045.001","20170904.2354","2017/09/04 23:53:53","2017-09-04T23:54:00+0000",
307,Tue  05 Sep 2017 00:46:03 +0000,"20170905.0046.001","Tucker Trawl","other","2","74","074"," 71.409569"," -151.128186","275","cAshjian","Fish Trawl SIte - 2nd Net","skq201713s","skq201713s-SE-20170905.0046.001","20170905.0002","2017/09/05 00:02:08","2017-09-05T00:02:09+0000",
308,Tue  05 Sep 2017 00:46:59 +0000,"20170905.0046.002","Tucker Trawl","recover","2","74","074"," 71.409330"," -151.119192","275","cAshjian","Fish Trawl Site","skq201713s","skq201713s-SE-20170905.0046.002","20170905.0008","2017/09/05 00:08:53","2017-09-05T00:08:55+0000",
309,Tue  05 Sep 2017 01:27:41 +0000,"20170905.0127.001","CTD911","deploy","2","75","075"," 71.333581"," -151.074327","157","cAshjian","WPNT 2.4","skq201713s","skq201713s-SE-20170905.0127.001","20170905.0100","2017/09/05 01:00:38","2017-09-05T01:00:46+0000",
310,Tue  05 Sep 2017 01:28:16 +0000,"20170905.0128.001","CTD911","recover","2","75","075"," 71.333570"," -151.074338","157","cAshjian","WPNT 2.4","skq201713s","skq201713s-SE-20170905.0128.001","20170905.0116","2017/09/05 01:16:53","2017-09-05T01:16:59+0000",
311,Tue  05 Sep 2017 02:50:07 +0000,"20170905.0250.001","Fish Net","deploy","2","74",," 71.416139"," -151.197548",,"cHernandez","WPNT 2.3","skq201713s","skq201713s-SE-20170905.0250.001","20170904.1811","2017/09/04 18:11:53","2017-09-04T18:11:53+0000"," & Wed Sep  6 08:59:40 2017"
312,Tue  05 Sep 2017 02:50:10 +0000,"20170905.0250.002","CTD911","deploy","2","76","076"," 71.310550"," -151.086306","70","cAshjian","WPNT 2.45","skq201713s","skq201713s-SE-20170905.0250.002","20170905.0238","2017/09/05 02:38:53","2017-09-05T02:38:53+0000"," & Wed Sep  6 09:00:13 2017"
313,Tue  05 Sep 2017 02:51:08 +0000,"20170905.0251.001","CTD911","recover","2","76","076"," 71.310548"," -151.086318","70","cAshjian","WPNT 2.45","skq201713s","skq201713s-SE-20170905.0251.001","20170905.0245","2017/09/05 02:44:53","2017-09-05T02:45:00+0000",
314,Tue  05 Sep 2017 02:53:24 +0000,"20170905.0253.001","Fish Net","recover","2","74",," 71.394070"," -151.031651",,"cHernandez","WPNT 2.3","skq201713s","skq201713s-SE-20170905.0253.001","20170904.2004","2017/09/04 20:04:53","2017-09-04T20:04:53+0000"," & Wed Sep  6 09:01:21 2017"
315,Tue  05 Sep 2017 03:15:20 +0000,"20170905.0315.001","CTD911","deploy","2","77","077"," 71.287177"," -151.100061","58","cAshjian","WPNT 2.5","skq201713s","skq201713s-SE-20170905.0315.001","20170905.0308","2017/09/05 03:07:53","2017-09-05T03:07:53+0000"," & Tue Sep  5 03:16:47 2017"
316,Tue  05 Sep 2017 03:17:30 +0000,"20170905.0317.001","CTD911","recover","2","77","077"," 71.287272"," -151.100271","58","cAshjian","wpnt 2.5","skq201713s","skq201713s-SE-20170905.0317.001","20170905.0312","2017/09/05 03:11:53","2017-09-05T03:12:00+0000",
317,Tue  05 Sep 2017 03:55:15 +0000,"20170905.0355.001","CTD911","deploy","2","78","078"," 71.242525"," -151.128688","53","cAshjian","WPNT 2.6","skq201713s","skq201713s-SE-20170905.0355.001","20170905.0345","2017/09/05 03:44:53","2017-09-05T03:45:00+0000",
318,Tue  05 Sep 2017 03:55:52 +0000,"20170905.0355.002","CTD911","recover","2","78","078"," 71.242528"," -151.128670","53","cAshjian","WPNT 2.6","skq201713s","skq201713s-SE-20170905.0355.002","20170905.0353","2017/09/05 03:52:53","2017-09-05T03:53:00+0000",
319,Tue  05 Sep 2017 07:50:09 +0000,"20170905.0750.001","Tucker Trawl","deploy","2.8","80","1"," 71.150178"," -151.196851","35 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.0750.001","20170905.0623","2017/09/05 06:23:38","2017-09-05T06:23:33+0000",
320,Tue  05 Sep 2017 07:51:13 +0000,"20170905.0751.001","Tucker Trawl","other","2.8","80","1"," 71.151421"," -151.187850","35 m","pAlatalo","end net 1- start net2","skq201713s","skq201713s-SE-20170905.0751.001","20170905.0629","2017/09/05 06:29:08","2017-09-05T06:29:02+0000",
321,Tue  05 Sep 2017 07:52:12 +0000,"20170905.0752.001","Tucker Trawl","other","2.8","80","1"," 71.152102"," -151.182901","35 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.0752.001","20170905.0632","2017/09/05 06:32:08","2017-09-05T06:32:07+0000",
322,Tue  05 Sep 2017 08:00:28 +0000,"20170905.0800.001","Tucker Trawl","recover","2.8","80","1"," 71.152700"," -151.178462","35 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.0800.001","20170905.0634","2017/09/05 06:34:23","2017-09-05T06:34:25+0000",
323,Tue  05 Sep 2017 08:06:27 +0000,"20170905.0806.001","Bongo Nets","deploy","2.8","80","1"," 71.149460"," -151.200694","36.8 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.0806.001","20170905.0650","2017/09/05 06:50:53","2017-09-05T06:50:47+0000",
324,Tue  05 Sep 2017 08:07:42 +0000,"20170905.0807.001","Bongo Nets","recover","2.8","80","1"," 71.151617"," -151.188452","36.8 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.0807.001","20170905.0659","2017/09/05 06:59:23","2017-09-05T06:59:17+0000",
325,Tue  05 Sep 2017 12:50:40 +0000,"20170905.1250.001","Bongo Nets","deploy","2.4","75","1"," 71.334022"," -151.075990","155","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1250.001","20170905.0159","2017/09/05 01:59:23","2017-09-05T01:59:23+0000"," & Tue Sep  5 12:51:39 2017 & Tue Sep  5 12:52:13 2017 & Tue Sep  5 12:54:15 2017"
326,Tue  05 Sep 2017 12:53:33 +0000,"20170905.1253.001","Bongo Nets","recover","2.4","75","1"," 71.333580"," -151.074322","155","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1253.001","20170905.0110","2017/09/05 01:10:23","2017-09-05T01:10:22+0000",
327,Tue  05 Sep 2017 12:56:18 +0000,"20170905.1256.001","Bongo Nets","deploy","2.6","78","1"," 71.238972"," -151.148474","53 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1256.001","20170905.0409","2017/09/05 04:09:08","2017-09-05T04:09:08+0000"," & Tue Sep  5 12:57:25 2017 & Tue Sep  5 12:59:28 2017"
328,Tue  05 Sep 2017 12:59:02 +0000,"20170905.1259.001","Bongo Nets","recover","2.6","78","1"," 71.241381"," -151.135439","53 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1259.001","20170905.0420","2017/09/05 04:20:08","2017-09-05T04:20:07+0000",
329,Tue  05 Sep 2017 13:02:33 +0000,"20170905.1302.001","Bongo Nets","deploy","2.10","82","1"," 71.062116"," -151.269672","22 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1302.001","20170905.0846","2017/09/05 08:46:23","2017-09-05T08:46:21+0000",
330,Tue  05 Sep 2017 13:03:42 +0000,"20170905.1303.001","Bongo Nets","recover","2.10","82","1"," 71.060359"," -151.256052","22 m","pAlatalo","Double oblique haul","skq201713s","skq201713s-SE-20170905.1303.001","20170905.0857","2017/09/05 08:57:08","2017-09-05T08:57:05+0000",
331,Tue  05 Sep 2017 13:07:17 +0000,"20170905.1307.001","Tucker Trawl","deploy","2.4","75","1"," 71.334141"," -151.099907","155 m","pAlatalo","extra lead weights added to bottom of trawl","skq201713s","skq201713s-SE-20170905.1307.001","20170905.0135","2017/09/05 01:35:23","2017-09-05T01:35:23+0000",
332,Tue  05 Sep 2017 13:08:27 +0000,"20170905.1308.001","Tucker Trawl","other","2.4","75","1"," 71.334030"," -151.091127","155 m","pAlatalo","1st net trips","skq201713s","skq201713s-SE-20170905.1308.001","20170905.0142","2017/09/05 01:42:08","2017-09-05T01:42:13+0000",
333,Tue  05 Sep 2017 13:10:31 +0000,"20170905.1310.001","Tucker Trawl","other","2.4","75","1"," 71.334005"," -151.086428","155 m","pAlatalo","2nd messenger trips","skq201713s","skq201713s-SE-20170905.1310.001","20170905.0145","2017/09/05 01:45:38","2017-09-05T01:45:39+0000",
334,Tue  05 Sep 2017 13:11:57 +0000,"20170905.1311.001","Tucker Trawl","recover","2.4","75","1"," 71.334018"," -151.081112","155 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1311.001","20170905.0149","2017/09/05 01:49:38","2017-09-05T01:49:44+0000",
335,Tue  05 Sep 2017 13:16:48 +0000,"20170905.1316.001","Tucker Trawl","deploy","2.6","78","1"," 71.240312"," -151.142441","54 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1316.001","20170905.0432","2017/09/05 04:32:38","2017-09-05T04:32:38+0000"," & Tue Sep  5 13:17:30 2017"
336,Tue  05 Sep 2017 13:18:37 +0000,"20170905.1318.001","Tucker Trawl","other","2.6","78","1"," 71.241371"," -151.136606","54 m","pAlatalo","first messenger trips nets 1 & 2","skq201713s","skq201713s-SE-20170905.1318.001","20170905.0437","2017/09/05 04:37:08","2017-09-05T04:37:16+0000",
337,Tue  05 Sep 2017 13:19:40 +0000,"20170905.1319.001","Tucker Trawl","other","2.6","78","1"," 71.242409"," -151.130976","54 m","pAlatalo","2nd messenger trips 2 & 3rd nets","skq201713s","skq201713s-SE-20170905.1319.001","20170905.0441","2017/09/05 04:40:53","2017-09-05T04:41:00+0000",
338,Tue  05 Sep 2017 13:21:27 +0000,"20170905.1321.001","Tucker Trawl","recover","2.6","78","1"," 71.243106"," -151.127159","54 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1321.001","20170905.0443","2017/09/05 04:43:23","2017-09-05T04:43:23+0000"," & Tue Sep  5 13:23:48 2017 & Tue Sep  5 13:38:50 2017"
339,Tue  05 Sep 2017 13:41:08 +0000,"20170905.1341.001","Tucker Trawl","deploy","2.10","82","1"," 71.063070"," -151.267855","22 m","pAlatalo",,"skq201713s","skq201713s-SE-20170905.1341.001","20170905.0914","2017/09/05 09:14:53","2017-09-05T09:14:49+0000",
340,Tue  05 Sep 2017 13:42:23 +0000,"20170905.1342.001","Tucker Trawl","recover","2.10","82","1"," 71.063115"," -151.260639","22 m","pAlatalo","Single net (N3)","skq201713s","skq201713s-SE-20170905.1342.001","20170905.0920","2017/09/05 09:20:08","2017-09-05T09:20:10+0000",
341,Tue  05 Sep 2017 14:22:35 +0000,"20170905.1422.001","CTD911","deploy","2","79","079"," 71.197368"," -151.155490","51","sOkkonen","way point 2.7","skq201713s","skq201713s-SE-20170905.1422.001","20170905.0517","2017/09/05 05:16:53","2017-09-05T05:17:00+0000",
342,Tue  05 Sep 2017 14:25:06 +0000,"20170905.1425.001","CTD911","recover","2","79","079"," 71.197397"," -151.155538","51","sOkkonen","way point 2.7","skq201713s","skq201713s-SE-20170905.1425.001","20170905.0523","2017/09/05 05:22:53","2017-09-05T05:23:00+0000",
343,Tue  05 Sep 2017 14:26:10 +0000,"20170905.1426.001","CTD911","deploy","2","80","080"," 71.152330"," -151.184311","37","sOkkonen","way point 2.8","skq201713s","skq201713s-SE-20170905.1426.001","20170905.0559","2017/09/05 05:58:53","2017-09-05T05:59:00+0000",
344,Tue  05 Sep 2017 14:28:23 +0000,"20170905.1428.001","CTD911","recover","2","80","080"," 71.152325"," -151.184269","37","sOkkonen","way point 2.8","skq201713s","skq201713s-SE-20170905.1428.001","20170905.0605","2017/09/05 06:04:53","2017-09-05T06:05:00+0000",
345,Tue  05 Sep 2017 14:29:26 +0000,"20170905.1429.001","CTD911","deploy","2","81","081"," 71.106820"," -151.214225","22","sOkkonen","way point 2.9","skq201713s","skq201713s-SE-20170905.1429.001","20170905.0737","2017/09/05 07:36:53","2017-09-05T07:37:00+0000",
346,Tue  05 Sep 2017 14:30:11 +0000,"20170905.1430.001","CTD911","recover","2","81","081"," 71.106817"," -151.214217","22","sOkkonen","waypoint 2.9","skq201713s","skq201713s-SE-20170905.1430.001","20170905.0741","2017/09/05 07:40:53","2017-09-05T07:41:00+0000",
347,Tue  05 Sep 2017 14:31:31 +0000,"20170905.1431.001","CTD911","deploy","2","82","082"," 71.061707"," -151.241024","22","sOkkonen","way point 2.10","skq201713s","skq201713s-SE-20170905.1431.001","20170905.0818","2017/09/05 08:18:53","2017-09-05T08:18:53+0000"," & Tue Sep  5 14:32:55 2017"
348,Tue  05 Sep 2017 14:32:14 +0000,"20170905.1432.001","CTD911","recover","2","82","082"," 71.061699"," -151.241028","22","sOkkonen","way point 2.10","skq201713s","skq201713s-SE-20170905.1432.001","20170905.0826","2017/09/05 08:25:53","2017-09-05T08:26:00+0000",
349,Tue  05 Sep 2017 18:27:04 +0000,"20170905.1827.001","Mooring","deploy",,"2",," 71.245336"," -150.553491","80","cAshjian","Mooring UPW80, with AZFP","skq201713s","skq201713s-SE-20170905.1827.001","20170829.1645","2017/08/29 16:44:52","2017-08-29T16:44:52+0000"," & Sun Sep 17 18:51:52 2017"
350,Wed  06 Sep 2017 08:28:44 +0000,"20170906.0828.001","Tucker Trawl","deploy","fish trawl sample","83","1"," 71.278314"," -150.450401","334 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.0828.001","20170906.0629","2017/09/06 06:29:38","2017-09-06T06:29:41+0000",
351,Wed  06 Sep 2017 08:32:07 +0000,"20170906.0832.001","Tucker Trawl","other","fish trawl sample","83","1"," 71.276270"," -150.432468","334 m","pAlatalo","1st net trips","skq201713s","skq201713s-SE-20170906.0832.001","20170906.0642","2017/09/06 06:42:38","2017-09-06T06:42:44+0000",
352,Wed  06 Sep 2017 08:33:27 +0000,"20170906.0833.001","Tucker Trawl","other","fish trawl sample","83","1"," 71.275196"," -150.422874","334 m","pAlatalo","2nd messenger trips 2 & 3rd nets","skq201713s","skq201713s-SE-20170906.0833.001","20170906.0649","2017/09/06 06:49:38","2017-09-06T06:49:37+0000",
353,Wed  06 Sep 2017 08:34:28 +0000,"20170906.0834.001","Tucker Trawl","recover","fish trawl sample","83","1"," 71.274568"," -150.416890","334 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.0834.001","20170906.0654","2017/09/06 06:54:08","2017-09-06T06:54:09+0000",
354,Wed  06 Sep 2017 08:45:29 +0000,"20170906.0845.001","Fish Net","deploy","4","83","1"," 71.286132"," -150.482445",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0845.001","20170905.2255","2017/09/05 22:54:53","2017-09-05T22:55:00+0000",
355,Wed  06 Sep 2017 08:46:28 +0000,"20170906.0846.001","Fish Net","At Target Depth","4","83","1"," 71.277155"," -150.429898",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0846.001","20170905.2332","2017/09/05 23:31:53","2017-09-05T23:32:00+0000",
356,Wed  06 Sep 2017 08:47:18 +0000,"20170906.0847.001","Fish Net","End Target Depth","4","83","1"," 71.266566"," -150.356658",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0847.001","20170906.0018","2017/09/06 00:17:53","2017-09-06T00:18:00+0000",
357,Wed  06 Sep 2017 08:48:05 +0000,"20170906.0848.001","Fish Net","recover","4","83","1"," 71.259809"," -150.315269",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0848.001","20170906.0049","2017/09/06 00:48:53","2017-09-06T00:49:00+0000",
358,Wed  06 Sep 2017 08:49:04 +0000,"20170906.0849.001","Fish Net","deploy","4","83","2"," 71.305035"," -150.545062",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0849.001","20170906.0239","2017/09/06 02:38:53","2017-09-06T02:39:00+0000",
359,Wed  06 Sep 2017 08:50:13 +0000,"20170906.0850.001","Fish Net","At Target Depth","4","83","2"," 71.294195"," -150.490702",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0850.001","20170906.0317","2017/09/06 03:16:53","2017-09-06T03:17:00+0000",
360,Wed  06 Sep 2017 08:51:04 +0000,"20170906.0851.001","Fish Net","End Target Depth","4","83","2"," 71.278380"," -150.416209",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0851.001","20170906.0408","2017/09/06 04:07:53","2017-09-06T04:08:00+0000",
361,Wed  06 Sep 2017 08:51:52 +0000,"20170906.0851.002","Fish Net","recover","4","83","2"," 71.269691"," -150.373273",,"cHernandez","WPNT 4.4","skq201713s","skq201713s-SE-20170906.0851.002","20170906.0441","2017/09/06 04:40:53","2017-09-06T04:41:00+0000",
362,Wed  06 Sep 2017 12:36:33 +0000,"20170906.1236.001","Tucker Trawl","other","4.4","86","1"," 71.273457"," -150.264151","696 m","pAlatalo","2nd messenger trips 2 & 3rd nets","skq201713s","skq201713s-SE-20170906.1236.001","20170906.1106","2017/09/06 11:06:23","2017-09-06T11:06:27+0000",
363,Wed  06 Sep 2017 13:34:35 +0000,"20170906.1334.001","Tucker Trawl","deploy","4.5","87","1"," 71.228909"," -150.308801","141 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.1334.001","20170906.1303","2017/09/06 13:03:08","2017-09-06T13:03:08+0000"," & Wed Sep  6 13:36:11 2017"
364,Wed  06 Sep 2017 13:35:11 +0000,"20170906.1335.001","Tucker Trawl","recover","4.5","87","1"," 71.229131"," -150.293175","141 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.1335.001","20170906.1315","2017/09/06 13:15:53","2017-09-06T13:15:53+0000"," & Wed Sep  6 13:35:47 2017"
365,Wed  06 Sep 2017 13:39:50 +0000,"20170906.1339.001","Tucker Trawl","deploy","4.4","86","1"," 71.275380"," -150.281745","696 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.1339.001","20170906.1048","2017/09/06 10:48:23","2017-09-06T10:48:22+0000",
366,Wed  06 Sep 2017 13:40:44 +0000,"20170906.1340.001","Tucker Trawl","other","4.4","86","1"," 71.274263"," -150.270437","696 m","pAlatalo","1st net trips","skq201713s","skq201713s-SE-20170906.1340.001","20170906.1100","2017/09/06 11:00:08","2017-09-06T11:00:13+0000",
367,Wed  06 Sep 2017 13:41:18 +0000,"20170906.1341.001","Tucker Trawl","recover","4.4","86","1"," 71.272868"," -150.259679","696 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.1341.001","20170906.1111","2017/09/06 11:11:38","2017-09-06T11:11:46+0000",
368,Wed  06 Sep 2017 13:44:52 +0000,"20170906.1344.001","Bongo Nets","deploy","4.4","86","1"," 71.276034"," -150.286117","890 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.1344.001","20170906.1134","2017/09/06 11:34:08","2017-09-06T11:34:02+0000",
369,Wed  06 Sep 2017 13:45:31 +0000,"20170906.1345.001","Bongo Nets","recover","4.4","86","1"," 71.274417"," -150.269408","890 m","pAlatalo",,"skq201713s","skq201713s-SE-20170906.1345.001","20170906.1152","2017/09/06 11:52:38","2017-09-06T11:52:32+0000",
370,Wed  06 Sep 2017 16:07:25 +0000,"20170906.1607.001","CTD911","deploy","fish trawl","83","083"," 71.275605"," -150.427206","312","sOkkonen",,"skq201713s","skq201713s-SE-20170906.1607.001","20170906.0551","2017/09/06 05:50:53","2017-09-06T05:51:00+0000",
371,Wed  06 Sep 2017 16:08:06 +0000,"20170906.1608.001","CTD911","recover","fish trawl","83","083"," 71.275607"," -150.427201","312","sOkkonen",,"skq201713s","skq201713s-SE-20170906.1608.001","20170906.0608","2017/09/06 06:07:53","2017-09-06T06:08:00+0000",
372,Wed  06 Sep 2017 16:09:28 +0000,"20170906.1609.001","CTD911","deploy","4","84","084"," 71.363006"," -150.195453","1349","sOkkonen","waypoint 4.2","skq201713s","skq201713s-SE-20170906.1609.001","20170906.0759","2017/09/06 07:58:53","2017-09-06T07:59:00+0000",
